&IN
 ETA=  2.6000000000000001     ,
 XI0=  84500.000000000000     ,
 BETA=  6.5999999999999996     ,
 P=-0.56999999999999995     ,
 K0=  5.5999999999999996     ,
 KF=  3.0000000000000000     ,
 L0=  10.000000000000000     ,
 LF=  35.000000000000000     ,
 LM=  15.000000000000000     ,
 LW=  3.0000000000000000     ,
 T0=  1700000.0000000000     ,
 TF=  27000000.000000000     ,
 VS=  6.5900000000000004E-003,
 NMAX=10000      ,
 /
   2.6000000000000001     
   84500.000000000000     
   6.5999999999999996     
 -0.56999999999999995     
   5.5999999999999996     
   3.0000000000000000     
   10.000000000000000     
   35.000000000000000     
   15.000000000000000     
   3.0000000000000000     
   1700000.0000000000     
   27000000.000000000     
   6.5900000000000004E-003
       10000
   2.5000000000000001E-003

L                        T                        Ta                       v                        
    0.23902500000000E+02     0.10785829249153E+08     0.10652442896077E+08     0.14441473066297E+05     0.30000352115018E+01
    0.23905000000000E+02     0.10788471407523E+08     0.10655164861959E+08     0.14448423500110E+05     0.30000350288088E+01
    0.23907500000000E+02     0.10791114006080E+08     0.10657845552369E+08     0.14455376551390E+05     0.30000348470174E+01
    0.23910000000000E+02     0.10793757044819E+08     0.10660568351378E+08     0.14462332220849E+05     0.30000346661233E+01
    0.23912500000000E+02     0.10796400523733E+08     0.10663249836573E+08     0.14469290509199E+05     0.30000344861225E+01
    0.23915000000000E+02     0.10799044442818E+08     0.10665973468788E+08     0.14476251417152E+05     0.30000343070108E+01
    0.23917500000000E+02     0.10801688802068E+08     0.10668655748821E+08     0.14483214945420E+05     0.30000341287840E+01
    0.23920000000000E+02     0.10804333601477E+08     0.10671380214323E+08     0.14490181094716E+05     0.30000339514379E+01
    0.23922500000000E+02     0.10806978841039E+08     0.10674063289247E+08     0.14497149865751E+05     0.30000337749685E+01
    0.23925000000000E+02     0.10809624520750E+08     0.10676788588116E+08     0.14504121259239E+05     0.30000335993717E+01
    0.23927500000000E+02     0.10812270640604E+08     0.10679472457984E+08     0.14511095275892E+05     0.30000334246434E+01
    0.23930000000000E+02     0.10814917200595E+08     0.10682198590300E+08     0.14518071916423E+05     0.30000332507796E+01
    0.23932500000000E+02     0.10817564200719E+08     0.10684883255164E+08     0.14525051181545E+05     0.30000330777762E+01
    0.23935000000000E+02     0.10820211640969E+08     0.10687610221007E+08     0.14532033071971E+05     0.30000329056292E+01
    0.23937500000000E+02     0.10822859521340E+08     0.10690295680921E+08     0.14539017588414E+05     0.30000327343346E+01
    0.23940000000000E+02     0.10825507841827E+08     0.10693023480371E+08     0.14546004731587E+05     0.30000325638884E+01
    0.23942500000000E+02     0.10828156602424E+08     0.10695709735387E+08     0.14552994502204E+05     0.30000323942866E+01
    0.23945000000000E+02     0.10830805803126E+08     0.10698438368525E+08     0.14559986900978E+05     0.30000322255254E+01
    0.23947500000000E+02     0.10833455443929E+08     0.10701125418696E+08     0.14566981928622E+05     0.30000320576007E+01
    0.23950000000000E+02     0.10836105524826E+08     0.10703854885601E+08     0.14573979585852E+05     0.30000318905087E+01
    0.23952500000000E+02     0.10838756045812E+08     0.10706542730980E+08     0.14580979873380E+05     0.30000317242455E+01
    0.23955000000000E+02     0.10841407006882E+08     0.10709273031733E+08     0.14587982791920E+05     0.30000315588071E+01
    0.23957500000000E+02     0.10844058408031E+08     0.10711961672372E+08     0.14594988342186E+05     0.30000313941897E+01
    0.23960000000000E+02     0.10846710249253E+08     0.10714692807053E+08     0.14601996524894E+05     0.30000312303895E+01
    0.23962500000000E+02     0.10849362530544E+08     0.10717382243006E+08     0.14609007340756E+05     0.30000310674027E+01
    0.23965000000000E+02     0.10852015251898E+08     0.10720114211695E+08     0.14616020790488E+05     0.30000309052253E+01
    0.23967500000000E+02     0.10854668413310E+08     0.10722804443014E+08     0.14623036874805E+05     0.30000307438537E+01
    0.23970000000000E+02     0.10857322014774E+08     0.10725537245792E+08     0.14630055594420E+05     0.30000305832840E+01
    0.23972500000000E+02     0.10859976056286E+08     0.10728228272529E+08     0.14637076950048E+05     0.30000304235125E+01
    0.23975000000000E+02     0.10862630537840E+08     0.10730961909476E+08     0.14644100942405E+05     0.30000302645354E+01
    0.23977500000000E+02     0.10865285459432E+08     0.10733653731685E+08     0.14651127572206E+05     0.30000301063491E+01
    0.23980000000000E+02     0.10867940821056E+08     0.10736388202880E+08     0.14658156840166E+05     0.30000299489497E+01
    0.23982500000000E+02     0.10870596622707E+08     0.10739080820614E+08     0.14665188747000E+05     0.30000297923337E+01
    0.23985000000000E+02     0.10873252864381E+08     0.10741816126138E+08     0.14672223293423E+05     0.30000296364972E+01
    0.23987500000000E+02     0.10875909546071E+08     0.10744509539449E+08     0.14679260480151E+05     0.30000294814367E+01
    0.23990000000000E+02     0.10878566667773E+08     0.10747245679383E+08     0.14686300307900E+05     0.30000293271485E+01
    0.23992500000000E+02     0.10881224229483E+08     0.10749939888323E+08     0.14693342777386E+05     0.30000291736289E+01
    0.23995000000000E+02     0.10883882231194E+08     0.10752676862747E+08     0.14700387889323E+05     0.30000290208744E+01
    0.23997500000000E+02     0.10886540672902E+08     0.10755371867370E+08     0.14707435644430E+05     0.30000288688813E+01
    0.24000000000000E+02     0.10889199554603E+08     0.10758109676363E+08     0.14714486043420E+05     0.30000287176461E+01
    0.24002500000000E+02     0.10891858876290E+08     0.10760805476721E+08     0.14721539087012E+05     0.30000285671652E+01
    0.24005000000000E+02     0.10894518637960E+08     0.10763544120365E+08     0.14728594775920E+05     0.30000284174350E+01
    0.24007500000000E+02     0.10897178839607E+08     0.10766240716511E+08     0.14735653110862E+05     0.30000282684520E+01
    0.24010000000000E+02     0.10899839481227E+08     0.10768980194885E+08     0.14742714092554E+05     0.30000281202127E+01
    0.24012500000000E+02     0.10902500562813E+08     0.10771677586872E+08     0.14749777721714E+05     0.30000279727135E+01
    0.24015000000000E+02     0.10905162084363E+08     0.10774417900057E+08     0.14756843999057E+05     0.30000278259510E+01
    0.24017500000000E+02     0.10907824045870E+08     0.10777116087937E+08     0.14763912925300E+05     0.30000276799218E+01
    0.24020000000000E+02     0.10910486447330E+08     0.10779857236013E+08     0.14770984501162E+05     0.30000275346222E+01
    0.24022500000000E+02     0.10913149288739E+08     0.10782556219839E+08     0.14778058727358E+05     0.30000273900490E+01
    0.24025000000000E+02     0.10915812570090E+08     0.10785298202886E+08     0.14785135604607E+05     0.30000272461986E+01
    0.24027500000000E+02     0.10918476291381E+08     0.10787997982712E+08     0.14792215133626E+05     0.30000271030676E+01
    0.24030000000000E+02     0.10921140452605E+08     0.10790740800810E+08     0.14799297315132E+05     0.30000269606527E+01
    0.24032500000000E+02     0.10923805053758E+08     0.10793441376687E+08     0.14806382149843E+05     0.30000268189505E+01
    0.24035000000000E+02     0.10926470094835E+08     0.10796185029918E+08     0.14813469638476E+05     0.30000266779575E+01
    0.24037500000000E+02     0.10929135575832E+08     0.10798886401899E+08     0.14820559781751E+05     0.30000265376705E+01
    0.24040000000000E+02     0.10931801496744E+08     0.10801630890341E+08     0.14827652580384E+05     0.30000263980861E+01
    0.24042500000000E+02     0.10934467857566E+08     0.10804333058480E+08     0.14834748035094E+05     0.30000262592009E+01
    0.24045000000000E+02     0.10937134658293E+08     0.10807078382215E+08     0.14841846146600E+05     0.30000261210117E+01
    0.24047500000000E+02     0.10939801898922E+08     0.10809781346563E+08     0.14848946915619E+05     0.30000259835152E+01
    0.24050000000000E+02     0.10942469579447E+08     0.10812527505670E+08     0.14856050342870E+05     0.30000258467080E+01
    0.24052500000000E+02     0.10945137699863E+08     0.10815231266281E+08     0.14863156429072E+05     0.30000257105869E+01
    0.24055000000000E+02     0.10947806260166E+08     0.10817978260841E+08     0.14870265174943E+05     0.30000255751487E+01
    0.24057500000000E+02     0.10950475260352E+08     0.10820682817767E+08     0.14877376581203E+05     0.30000254403901E+01
    0.24060000000000E+02     0.10953144700416E+08     0.10823430647861E+08     0.14884490648570E+05     0.30000253063079E+01
    0.24062500000000E+02     0.10955814580353E+08     0.10826136001154E+08     0.14891607377763E+05     0.30000251728989E+01
    0.24065000000000E+02     0.10958484900159E+08     0.10828884666862E+08     0.14898726769502E+05     0.30000250401599E+01
    0.24067500000000E+02     0.10961155659829E+08     0.10831590816575E+08     0.14905848824507E+05     0.30000249080877E+01
    0.24070000000000E+02     0.10963826859359E+08     0.10834340317978E+08     0.14912973543495E+05     0.30000247766791E+01
    0.24072500000000E+02     0.10966498498745E+08     0.10837047264164E+08     0.14920100927188E+05     0.30000246459310E+01
    0.24075000000000E+02     0.10969170577981E+08     0.10839797601341E+08     0.14927230976305E+05     0.30000245158403E+01
    0.24077500000000E+02     0.10971843097063E+08     0.10842505344052E+08     0.14934363691565E+05     0.30000243864038E+01
    0.24080000000000E+02     0.10974516055988E+08     0.10845256517084E+08     0.14941499073689E+05     0.30000242576184E+01
    0.24082500000000E+02     0.10977189454750E+08     0.10847965056374E+08     0.14948637123397E+05     0.30000241294810E+01
    0.24085000000000E+02     0.10979863293345E+08     0.10850717065341E+08     0.14955777841408E+05     0.30000240019886E+01
    0.24087500000000E+02     0.10982537571768E+08     0.10853426401262E+08     0.14962921228443E+05     0.30000238751380E+01
    0.24090000000000E+02     0.10985212290017E+08     0.10856179246245E+08     0.14970067285224E+05     0.30000237489262E+01
    0.24092500000000E+02     0.10987887448085E+08     0.10858889378849E+08     0.14977216012469E+05     0.30000236233502E+01
    0.24095000000000E+02     0.10990563045968E+08     0.10861643059928E+08     0.14984367410900E+05     0.30000234984069E+01
    0.24097500000000E+02     0.10993239083663E+08     0.10864353989268E+08     0.14991521481237E+05     0.30000233740933E+01
    0.24100000000000E+02     0.10995915561166E+08     0.10867108506524E+08     0.14998678224203E+05     0.30000232504064E+01
    0.24102500000000E+02     0.10998592478470E+08     0.10869820232652E+08     0.15005837640516E+05     0.30000231273433E+01
    0.24105000000000E+02     0.11001269835574E+08     0.10872575586166E+08     0.15012999730899E+05     0.30000230049009E+01
    0.24107500000000E+02     0.11003947632471E+08     0.10875288109135E+08     0.15020164496073E+05     0.30000228830764E+01
    0.24110000000000E+02     0.11006625869159E+08     0.10878044298986E+08     0.15027331936760E+05     0.30000227618666E+01
    0.24112500000000E+02     0.11009304545632E+08     0.10880757618849E+08     0.15034502053680E+05     0.30000226412688E+01
    0.24115000000000E+02     0.11011983661886E+08     0.10883514645117E+08     0.15041674847555E+05     0.30000225212799E+01
    0.24117500000000E+02     0.11014663217918E+08     0.10886228761927E+08     0.15048850319108E+05     0.30000224018972E+01
    0.24120000000000E+02     0.11017343213723E+08     0.10888986624694E+08     0.15056028469060E+05     0.30000222831176E+01
    0.24122500000000E+02     0.11020023649297E+08     0.10891701538502E+08     0.15063209298132E+05     0.30000221649382E+01
    0.24125000000000E+02     0.11022704524636E+08     0.10894460237848E+08     0.15070392807048E+05     0.30000220473564E+01
    0.24127500000000E+02     0.11025385839736E+08     0.10897175948708E+08     0.15077578996529E+05     0.30000219303690E+01
    0.24130000000000E+02     0.11028067594592E+08     0.10899935484712E+08     0.15084767867298E+05     0.30000218139735E+01
    0.24132500000000E+02     0.11030749789200E+08     0.10902651992677E+08     0.15091959420077E+05     0.30000216981668E+01
    0.24135000000000E+02     0.11033432423557E+08     0.10905412365421E+08     0.15099153655588E+05     0.30000215829461E+01
    0.24137500000000E+02     0.11036115497658E+08     0.10908129670542E+08     0.15106350574555E+05     0.30000214683087E+01
    0.24140000000000E+02     0.11038799011500E+08     0.10910890880106E+08     0.15113550177700E+05     0.30000213542518E+01
    0.24142500000000E+02     0.11041482965078E+08     0.10913608982436E+08     0.15120752465746E+05     0.30000212407726E+01
    0.24145000000000E+02     0.11044167358388E+08     0.10916371028901E+08     0.15127957439416E+05     0.30000211278683E+01
    0.24147500000000E+02     0.11046852191426E+08     0.10919089928493E+08     0.15135165099434E+05     0.30000210155362E+01
    0.24150000000000E+02     0.11049537464188E+08     0.10921852811939E+08     0.15142375446522E+05     0.30000209037735E+01
    0.24152500000000E+02     0.11052223176671E+08     0.10924572508846E+08     0.15149588481405E+05     0.30000207925775E+01
    0.24155000000000E+02     0.11054909328870E+08     0.10927336229353E+08     0.15156804204805E+05     0.30000206819454E+01
    0.24157500000000E+02     0.11057595920781E+08     0.10930056723626E+08     0.15164022617446E+05     0.30000205718746E+01
    0.24160000000000E+02     0.11060282952401E+08     0.10932821281276E+08     0.15171243720052E+05     0.30000204623623E+01
    0.24162500000000E+02     0.11062970423725E+08     0.10935542572968E+08     0.15178467513347E+05     0.30000203534060E+01
    0.24165000000000E+02     0.11065658334749E+08     0.10938307967840E+08     0.15185693998055E+05     0.30000202450028E+01
    0.24167500000000E+02     0.11068346685471E+08     0.10941030057005E+08     0.15192923174901E+05     0.30000201371502E+01
    0.24170000000000E+02     0.11071035475885E+08     0.10943796289180E+08     0.15200155044607E+05     0.30000200298455E+01
    0.24172500000000E+02     0.11073724705988E+08     0.10946519175869E+08     0.15207389607899E+05     0.30000199230861E+01
    0.24175000000000E+02     0.11076414375777E+08     0.10949286245427E+08     0.15214626865502E+05     0.30000198168693E+01
    0.24177500000000E+02     0.11079104485247E+08     0.10952009929693E+08     0.15221866818139E+05     0.30000197111925E+01
    0.24180000000000E+02     0.11081795034394E+08     0.10954777836716E+08     0.15229109466536E+05     0.30000196060532E+01
    0.24182500000000E+02     0.11084486023216E+08     0.10957502318611E+08     0.15236354811417E+05     0.30000195014487E+01
    0.24185000000000E+02     0.11087177451707E+08     0.10960271063179E+08     0.15243602853507E+05     0.30000193973765E+01
    0.24187500000000E+02     0.11089869319864E+08     0.10962996342756E+08     0.15250853593532E+05     0.30000192938340E+01
    0.24190000000000E+02     0.11092561627684E+08     0.10965765924948E+08     0.15258107032217E+05     0.30000191908187E+01
    0.24192500000000E+02     0.11095254375163E+08     0.10968492002260E+08     0.15265363170287E+05     0.30000190883279E+01
    0.24195000000000E+02     0.11097947562297E+08     0.10971262422158E+08     0.15272622008467E+05     0.30000189863593E+01
    0.24197500000000E+02     0.11100641189082E+08     0.10973989297257E+08     0.15279883547483E+05     0.30000188849102E+01
    0.24200000000000E+02     0.11103335255516E+08     0.10976760554941E+08     0.15287147788061E+05     0.30000187839781E+01
    0.24202500000000E+02     0.11106029761593E+08     0.10979488227879E+08     0.15294414730926E+05     0.30000186835606E+01
    0.24205000000000E+02     0.11108724707310E+08     0.10982260323431E+08     0.15301684376805E+05     0.30000185836552E+01
    0.24207500000000E+02     0.11111420092665E+08     0.10984988794260E+08     0.15308956726423E+05     0.30000184842594E+01
    0.24210000000000E+02     0.11114115917652E+08     0.10987761727759E+08     0.15316231780507E+05     0.30000183853707E+01
    0.24212500000000E+02     0.11116812182269E+08     0.10990490996533E+08     0.15323509539783E+05     0.30000182869868E+01
    0.24215000000000E+02     0.11119508886512E+08     0.10993264768060E+08     0.15330790004977E+05     0.30000181891050E+01
    0.24217500000000E+02     0.11122206030378E+08     0.10995994834830E+08     0.15338073176816E+05     0.30000180917231E+01
    0.24220000000000E+02     0.11124903613862E+08     0.10998769444466E+08     0.15345359056027E+05     0.30000179948386E+01
    0.24222500000000E+02     0.11127601636962E+08     0.11001500309286E+08     0.15352647643336E+05     0.30000178984491E+01
    0.24225000000000E+02     0.11130300099673E+08     0.11004275757110E+08     0.15359938939471E+05     0.30000178025522E+01
    0.24227500000000E+02     0.11132999001993E+08     0.11007007420032E+08     0.15367232945157E+05     0.30000177071455E+01
    0.24230000000000E+02     0.11135698343918E+08     0.11009783706126E+08     0.15374529661123E+05     0.30000176122266E+01
    0.24232500000000E+02     0.11138398125444E+08     0.11012516167202E+08     0.15381829088096E+05     0.30000175177932E+01
    0.24235000000000E+02     0.11141098346568E+08     0.11015293291646E+08     0.15389131226802E+05     0.30000174238429E+01
    0.24237500000000E+02     0.11143799007286E+08     0.11018026550928E+08     0.15396436077970E+05     0.30000173303735E+01
    0.24240000000000E+02     0.11146500107595E+08     0.11020804513804E+08     0.15403743642327E+05     0.30000172373824E+01
    0.24242500000000E+02     0.11149201647492E+08     0.11023538571345E+08     0.15411053920601E+05     0.30000171448675E+01
    0.24245000000000E+02     0.11151903626973E+08     0.11026317372733E+08     0.15418366913519E+05     0.30000170528264E+01
    0.24247500000000E+02     0.11154606046035E+08     0.11029052228585E+08     0.15425682621810E+05     0.30000169612569E+01
    0.24250000000000E+02     0.11157308904675E+08     0.11031831868564E+08     0.15433001046202E+05     0.30000168701566E+01
    0.24252500000000E+02     0.11160012202888E+08     0.11034567522780E+08     0.15440322187423E+05     0.30000167795232E+01
    0.24255000000000E+02     0.11162715940672E+08     0.11037348001433E+08     0.15447646046201E+05     0.30000166893545E+01
    0.24257500000000E+02     0.11165420118024E+08     0.11040084454065E+08     0.15454972623264E+05     0.30000165996482E+01
    0.24260000000000E+02     0.11168124734940E+08     0.11042865771471E+08     0.15462301919342E+05     0.30000165104022E+01
    0.24262500000000E+02     0.11170829791416E+08     0.11045603022571E+08     0.15469633935163E+05     0.30000164216140E+01
    0.24265000000000E+02     0.11173535287451E+08     0.11048385178812E+08     0.15476968671456E+05     0.30000163332816E+01
    0.24267500000000E+02     0.11176241223039E+08     0.11051123228433E+08     0.15484306128949E+05     0.30000162454027E+01
    0.24270000000000E+02     0.11178947598179E+08     0.11053906223588E+08     0.15491646308373E+05     0.30000161579751E+01
    0.24272500000000E+02     0.11181654412866E+08     0.11056645071783E+08     0.15498989210455E+05     0.30000160709965E+01
    0.24275000000000E+02     0.11184361667098E+08     0.11059428905934E+08     0.15506334835925E+05     0.30000159844649E+01
    0.24277500000000E+02     0.11187069360871E+08     0.11062168552754E+08     0.15513683185513E+05     0.30000158983780E+01
    0.24280000000000E+02     0.11189777494183E+08     0.11064953225981E+08     0.15521034259948E+05     0.30000158127337E+01
    0.24282500000000E+02     0.11192486067029E+08     0.11067693671479E+08     0.15528388059960E+05     0.30000157275297E+01
    0.24285000000000E+02     0.11195195079408E+08     0.11070479183863E+08     0.15535744586278E+05     0.30000156427641E+01
    0.24287500000000E+02     0.11197904531315E+08     0.11073220428091E+08     0.15543103839633E+05     0.30000155584345E+01
    0.24290000000000E+02     0.11200614422748E+08     0.11076006779713E+08     0.15550465820754E+05     0.30000154745390E+01
    0.24292500000000E+02     0.11203324753703E+08     0.11078748822724E+08     0.15557830530372E+05     0.30000153910753E+01
    0.24295000000000E+02     0.11206035524178E+08     0.11081536013663E+08     0.15565197969217E+05     0.30000153080414E+01
    0.24297500000000E+02     0.11208746734169E+08     0.11084278855510E+08     0.15572568138019E+05     0.30000152254352E+01
    0.24300000000000E+02     0.11211458383673E+08     0.11087066885848E+08     0.15579941037509E+05     0.30000151432546E+01
    0.24302500000000E+02     0.11214170472688E+08     0.11089810526582E+08     0.15587316668417E+05     0.30000150614974E+01
    0.24305000000000E+02     0.11216883001210E+08     0.11092599396400E+08     0.15594695031474E+05     0.30000149801617E+01
    0.24307500000000E+02     0.11219595969235E+08     0.11095343836074E+08     0.15602076127412E+05     0.30000148992454E+01
    0.24310000000000E+02     0.11222309376763E+08     0.11098133545452E+08     0.15609459956960E+05     0.30000148187464E+01
    0.24312500000000E+02     0.11225023223788E+08     0.11100878784118E+08     0.15616846520850E+05     0.30000147386627E+01
    0.24315000000000E+02     0.11227737510308E+08     0.11103669333137E+08     0.15624235819813E+05     0.30000146589923E+01
    0.24317500000000E+02     0.11230452236321E+08     0.11106415370847E+08     0.15631627854580E+05     0.30000145797330E+01
    0.24320000000000E+02     0.11233167401822E+08     0.11109206759588E+08     0.15639022625884E+05     0.30000145008830E+01
    0.24322500000000E+02     0.11235883006811E+08     0.11111953596395E+08     0.15646420134455E+05     0.30000144224402E+01
    0.24325000000000E+02     0.11238599051282E+08     0.11114745824939E+08     0.15653820381026E+05     0.30000143444026E+01
    0.24327500000000E+02     0.11241315535234E+08     0.11117493460895E+08     0.15661223366327E+05     0.30000142667683E+01
    0.24330000000000E+02     0.11244032458664E+08     0.11120286529322E+08     0.15668629091092E+05     0.30000141895352E+01
    0.24332500000000E+02     0.11246749821569E+08     0.11123034964479E+08     0.15676037556051E+05     0.30000141127014E+01
    0.24335000000000E+02     0.11249467623945E+08     0.11125828872870E+08     0.15683448761938E+05     0.30000140362649E+01
    0.24337500000000E+02     0.11252185865790E+08     0.11128578107280E+08     0.15690862709485E+05     0.30000139602238E+01
    0.24340000000000E+02     0.11254904547102E+08     0.11131372855716E+08     0.15698279399423E+05     0.30000138845762E+01
    0.24342500000000E+02     0.11257623667877E+08     0.11134122889433E+08     0.15705698832485E+05     0.30000138093200E+01
    0.24345000000000E+02     0.11260343228113E+08     0.11136918477994E+08     0.15713121009405E+05     0.30000137344535E+01
    0.24347500000000E+02     0.11263063227807E+08     0.11139669311069E+08     0.15720545930915E+05     0.30000136599746E+01
    0.24350000000000E+02     0.11265783666955E+08     0.11142465739836E+08     0.15727973597748E+05     0.30000135858815E+01
    0.24352500000000E+02     0.11268504545556E+08     0.11145217372321E+08     0.15735404010636E+05     0.30000135121722E+01
    0.24355000000000E+02     0.11271225863607E+08     0.11148014641376E+08     0.15742837170313E+05     0.30000134388450E+01
    0.24357500000000E+02     0.11273947621104E+08     0.11150767073324E+08     0.15750273077513E+05     0.30000133658979E+01
    0.24360000000000E+02     0.11276669818045E+08     0.11153565182746E+08     0.15757711732968E+05     0.30000132933290E+01
    0.24362500000000E+02     0.11279392454428E+08     0.11156318414209E+08     0.15765153137412E+05     0.30000132211364E+01
    0.24365000000000E+02     0.11282115530250E+08     0.11159117364080E+08     0.15772597291579E+05     0.30000131493185E+01
    0.24367500000000E+02     0.11284839045508E+08     0.11161871395110E+08     0.15780044196202E+05     0.30000130778732E+01
    0.24370000000000E+02     0.11287563000199E+08     0.11164671185510E+08     0.15787493852016E+05     0.30000130067987E+01
    0.24372500000000E+02     0.11290287394321E+08     0.11167426016160E+08     0.15794946259754E+05     0.30000129360933E+01
    0.24375000000000E+02     0.11293012227871E+08     0.11170226647170E+08     0.15802401420150E+05     0.30000128657550E+01
    0.24377500000000E+02     0.11295737500847E+08     0.11172982277491E+08     0.15809859333939E+05     0.30000127957822E+01
    0.24380000000000E+02     0.11298463213246E+08     0.11175783749193E+08     0.15817320001855E+05     0.30000127261729E+01
    0.24382500000000E+02     0.11301189365065E+08     0.11178540179238E+08     0.15824783424632E+05     0.30000126569255E+01
    0.24385000000000E+02     0.11303915956302E+08     0.11181342491712E+08     0.15832249603005E+05     0.30000125880380E+01
    0.24387500000000E+02     0.11306642986954E+08     0.11184099721533E+08     0.15839718537709E+05     0.30000125195088E+01
    0.24390000000000E+02     0.11309370457019E+08     0.11186902874859E+08     0.15847190229478E+05     0.30000124513361E+01
    0.24392500000000E+02     0.11312098366494E+08     0.11189660904508E+08     0.15854664679048E+05     0.30000123835180E+01
    0.24395000000000E+02     0.11314826715377E+08     0.11192464898768E+08     0.15862141887153E+05     0.30000123160530E+01
    0.24397500000000E+02     0.11317555503665E+08     0.11195223728298E+08     0.15869621854530E+05     0.30000122489391E+01
    0.24400000000000E+02     0.11320284731356E+08     0.11198028563572E+08     0.15877104581912E+05     0.30000121821747E+01
    0.24402500000000E+02     0.11323014398447E+08     0.11200788193034E+08     0.15884590070035E+05     0.30000121157581E+01
    0.24405000000000E+02     0.11325744504936E+08     0.11203593869404E+08     0.15892078319635E+05     0.30000120496875E+01
    0.24407500000000E+02     0.11328475050820E+08     0.11206354298851E+08     0.15899569331449E+05     0.30000119839612E+01
    0.24410000000000E+02     0.11331206036098E+08     0.11209160816397E+08     0.15907063106210E+05     0.30000119185775E+01
    0.24412500000000E+02     0.11333937460766E+08     0.11211922045881E+08     0.15914559644656E+05     0.30000118535348E+01
    0.24415000000000E+02     0.11336669324822E+08     0.11214729404684E+08     0.15922058947522E+05     0.30000117888313E+01
    0.24417500000000E+02     0.11339401628264E+08     0.11217491434257E+08     0.15929561015545E+05     0.30000117244653E+01
    0.24420000000000E+02     0.11342134371089E+08     0.11220299634397E+08     0.15937065849460E+05     0.30000116604352E+01
    0.24422500000000E+02     0.11344867553295E+08     0.11223062464113E+08     0.15944573450005E+05     0.30000115967393E+01
    0.24425000000000E+02     0.11347601174880E+08     0.11225871505671E+08     0.15952083817915E+05     0.30000115333760E+01
    0.24427500000000E+02     0.11350335235842E+08     0.11228635135580E+08     0.15959596953928E+05     0.30000114703436E+01
    0.24430000000000E+02     0.11353069736178E+08     0.11231445018638E+08     0.15967112858779E+05     0.30000114076405E+01
    0.24432500000000E+02     0.11355804675885E+08     0.11234209448793E+08     0.15974631533207E+05     0.30000113452650E+01
    0.24435000000000E+02     0.11358540054962E+08     0.11237020173432E+08     0.15982152977947E+05     0.30000112832155E+01
    0.24437500000000E+02     0.11361275873407E+08     0.11239785403884E+08     0.15989677193738E+05     0.30000112214904E+01
    0.24440000000000E+02     0.11364012131216E+08     0.11242596970184E+08     0.15997204181316E+05     0.30000111600881E+01
    0.24442500000000E+02     0.11366748828388E+08     0.11245363000986E+08     0.16004733941418E+05     0.30000110990070E+01
    0.24445000000000E+02     0.11369485964921E+08     0.11248175409029E+08     0.16012266474782E+05     0.30000110382454E+01
    0.24447500000000E+02     0.11372223540813E+08     0.11250942240233E+08     0.16019801782147E+05     0.30000109778019E+01
    0.24450000000000E+02     0.11374961556060E+08     0.11253755490099E+08     0.16027339864248E+05     0.30000109176747E+01
    0.24452500000000E+02     0.11377700010662E+08     0.11256523121757E+08     0.16034880721825E+05     0.30000108578624E+01
    0.24455000000000E+02     0.11380438904615E+08     0.11259337213527E+08     0.16042424355615E+05     0.30000107983634E+01
    0.24457500000000E+02     0.11383178237918E+08     0.11262105645692E+08     0.16049970766356E+05     0.30000107391761E+01
    0.24460000000000E+02     0.11385918010568E+08     0.11264920579446E+08     0.16057519954787E+05     0.30000106802989E+01
    0.24462500000000E+02     0.11388658222564E+08     0.11267689812170E+08     0.16065071921645E+05     0.30000106217304E+01
    0.24465000000000E+02     0.11391398873904E+08     0.11270505587990E+08     0.16072626667670E+05     0.30000105634689E+01
    0.24467500000000E+02     0.11394139964584E+08     0.11273275621324E+08     0.16080184193599E+05     0.30000105055130E+01
    0.24470000000000E+02     0.11396881494604E+08     0.11276092239291E+08     0.16087744500172E+05     0.30000104478612E+01
    0.24472500000000E+02     0.11399623463961E+08     0.11278863073288E+08     0.16095307588128E+05     0.30000103905118E+01
    0.24475000000000E+02     0.11402365872653E+08     0.11281680533483E+08     0.16102873458204E+05     0.30000103334635E+01
    0.24477500000000E+02     0.11405108720678E+08     0.11284452168195E+08     0.16110442111141E+05     0.30000102767147E+01
    0.24480000000000E+02     0.11407852008034E+08     0.11287270470698E+08     0.16118013547677E+05     0.30000102202638E+01
    0.24482500000000E+02     0.11410595734719E+08     0.11290042906177E+08     0.16125587768551E+05     0.30000101641096E+01
    0.24485000000000E+02     0.11413339900731E+08     0.11292862051070E+08     0.16133164774504E+05     0.30000101082503E+01
    0.24487500000000E+02     0.11416084506068E+08     0.11295635287368E+08     0.16140744566275E+05     0.30000100526846E+01
    0.24490000000000E+02     0.11418829550728E+08     0.11298455274731E+08     0.16148327144602E+05     0.30000099974111E+01
    0.24492500000000E+02     0.11421575034709E+08     0.11301229311900E+08     0.16155912510227E+05     0.30000099424282E+01
    0.24495000000000E+02     0.11424320958009E+08     0.11304050141815E+08     0.16163500663888E+05     0.30000098877344E+01
    0.24497500000000E+02     0.11427067320627E+08     0.11306824979907E+08     0.16171091606327E+05     0.30000098333285E+01
    0.24500000000000E+02     0.11429814122559E+08     0.11309646652455E+08     0.16178685338282E+05     0.30000097792088E+01
    0.24502500000000E+02     0.11432561363805E+08     0.11312422291521E+08     0.16186281860495E+05     0.30000097253740E+01
    0.24505000000000E+02     0.11435309044363E+08     0.11315244806783E+08     0.16193881173706E+05     0.30000096718227E+01
